x,y,species cloglog values
852.0,852.0,0.026061904
853.0,853.0,0.4565812
854.0,854.0,0.11791203
855.0,855.0,0.018809114
856.0,856.0,0.009946629
857.0,857.0,0.008048568
858.0,858.0,0.009261443
859.0,859.0,0.044791624
860.0,860.0,0.3887235
861.0,861.0,0.04868215
862.0,862.0,0.1202207
863.0,863.0,0.023225851
864.0,864.0,0.035394188
865.0,865.0,0.029960057
866.0,866.0,0.8683865
867.0,867.0,0.023952236
868.0,868.0,0.15847825
869.0,869.0,0.08510458
870.0,870.0,0.015533377
871.0,871.0,0.017186888
872.0,872.0,0.00338271
873.0,873.0,4.1765266E-4
874.0,874.0,1.4842585E-4
875.0,875.0,1.15038216E-4
876.0,876.0,5.814801E-6
877.0,877.0,2.4873234E-8
878.0,878.0,1.17630116E-4
879.0,879.0,4.36614E-4
880.0,880.0,0.0013858344
881.0,881.0,0.0123297805
882.0,882.0,0.03633557
883.0,883.0,0.818892
884.0,884.0,0.14701445
885.0,885.0,0.03164383
886.0,886.0,0.0054466175
887.0,887.0,0.0045042057
888.0,888.0,0.0019364395
889.0,889.0,7.436018E-4
890.0,890.0,0.0010797816
891.0,891.0,0.011503862
892.0,892.0,0.03584181
893.0,893.0,0.019278252
894.0,894.0,0.93330324
895.0,895.0,0.3461263
896.0,896.0,0.0049011377
897.0,897.0,0.01715055
898.0,898.0,0.037101697
899.0,899.0,0.0046121324
900.0,900.0,0.0025562863
901.0,901.0,0.0019725307
902.0,902.0,0.019375047
903.0,903.0,0.0038688518
904.0,904.0,0.0023175962
905.0,905.0,0.0052192225
906.0,906.0,0.011352198
907.0,907.0,0.012498435
908.0,908.0,0.07772605
909.0,909.0,0.6141261
910.0,910.0,0.11120395
911.0,911.0,0.06530163
912.0,912.0,0.19460478
913.0,913.0,0.12952922
914.0,914.0,0.03553792
915.0,915.0,0.73541796
916.0,916.0,0.4095086
917.0,917.0,0.11747127
918.0,918.0,0.119395345
919.0,919.0,0.69101256
920.0,920.0,0.0587252
921.0,921.0,0.046445344
922.0,922.0,0.06555675
923.0,923.0,0.010563055
924.0,924.0,0.0047995346
925.0,925.0,4.729831E-4
926.0,926.0,4.9563012E-5
927.0,927.0,6.9053985E-6
928.0,928.0,3.956311E-7
929.0,929.0,8.6669553E-7
930.0,930.0,5.1078628E-6
931.0,931.0,3.828865E-6
932.0,932.0,8.7142456E-7
933.0,933.0,1.8733903E-12
